 ,Area,Mean,Min,Max,Circ.,AR,Round,Solidity
615,121,255,255,255,0.646,1.572,0.636,0.667
616,435,255,255,255,0.883,1.349,0.741,0.938
617,325,255,255,255,0.939,1.152,0.868,0.949
618,342,255,255,255,0.902,1.107,0.904,0.938
619,388,255,255,255,0.824,1.751,0.571,0.915
620,358,255,255,255,0.699,1.231,0.812,0.880
621,334,255,255,255,0.875,1.374,0.728,0.930
622,371,255,255,255,0.889,1.248,0.801,0.933
623,310,255,255,255,0.905,1.195,0.837,0.935
624,397,255,255,255,0.887,1.227,0.815,0.946
625,380,255,255,255,0.851,1.312,0.762,0.920
626,450,255,255,255,0.908,1.313,0.762,0.945
627,294,255,255,255,0.913,1.122,0.891,0.933
628,342,255,255,255,0.924,1.107,0.904,0.942
629,344,255,255,255,0.899,1.390,0.719,0.945
630,341,255,255,255,0.885,1.186,0.843,0.934
631,441,255,255,255,0.864,1.175,0.851,0.937
632,332,255,255,255,0.920,1.174,0.852,0.945
633,336,255,255,255,0.887,1.344,0.744,0.937
634,356,255,255,255,0.815,1.212,0.825,0.914
635,373,255,255,255,0.841,1.183,0.845,0.920
636,362,255,255,255,0.881,1.117,0.895,0.929
637,324,255,255,255,0.870,1.366,0.732,0.934
638,259,255,255,255,0.924,1.058,0.945,0.927
639,346,255,255,255,0.913,1.177,0.849,0.951
640,434,255,255,255,0.900,1.306,0.766,0.937
641,480,255,255,255,0.883,1.104,0.906,0.940
642,368,255,255,255,0.743,1.147,0.872,0.880
643,294,255,255,255,0.850,1.331,0.751,0.938
644,380,255,255,255,0.709,1.236,0.809,0.902
645,340,255,255,255,0.919,1.102,0.907,0.941
646,476,255,255,255,0.880,1.219,0.820,0.934
647,392,255,255,255,0.775,1.107,0.903,0.913
648,441,255,255,255,0.901,1.148,0.871,0.949
649,349,255,255,255,0.921,1.216,0.823,0.945
650,367,255,255,255,0.888,1.318,0.759,0.929
651,489,255,255,255,0.925,1.053,0.950,0.950
652,262,255,255,255,0.892,1.165,0.859,0.926
653,337,255,255,255,0.943,1.058,0.945,0.947
654,348,255,255,255,0.573,1.523,0.657,0.875
655,343,255,255,255,0.890,1.116,0.896,0.923
656,351,255,255,255,0.889,1.099,0.910,0.936
657,343,255,255,255,0.884,1.354,0.739,0.937
658,335,255,255,255,0.937,1.087,0.920,0.941
659,370,255,255,255,0.853,1.126,0.888,0.928
660,328,255,255,255,0.880,1.423,0.703,0.928
661,302,255,255,255,0.928,1.067,0.937,0.944
662,333,255,255,255,0.879,1.179,0.848,0.925
663,423,255,255,255,0.933,1.214,0.824,0.947
664,310,255,255,255,0.905,1.064,0.940,0.931
665,310,255,255,255,0.929,1.244,0.804,0.942
666,467,255,255,255,0.887,1.097,0.912,0.951
667,180,255,255,255,0.820,1.307,0.765,0.839
668,294,255,255,255,0.938,1.152,0.868,0.942
669,313,255,255,255,0.898,1.070,0.934,0.925
670,388,255,255,255,0.936,1.273,0.785,0.957
671,324,255,255,255,0.907,1.306,0.766,0.935
672,350,255,255,255,0.858,1.119,0.893,0.928
673,364,255,255,255,0.910,1.243,0.805,0.943
674,310,255,255,255,0.832,1.568,0.638,0.919
675,376,255,255,255,0.907,1.364,0.733,0.946
676,370,255,255,255,0.892,1.049,0.953,0.948
677,301,255,255,255,0.918,1.121,0.892,0.938
678,470,255,255,255,0.927,1.030,0.971,0.948
679,480,255,255,255,0.927,1.189,0.841,0.951
680,341,255,255,255,0.909,1.190,0.840,0.932
681,310,255,255,255,0.946,1.162,0.861,0.945
682,366,255,255,255,0.921,1.165,0.858,0.940
683,215,255,255,255,0.917,1.128,0.886,0.931
684,302,255,255,255,0.905,1.241,0.806,0.945
685,288,255,255,255,0.926,1.225,0.816,0.947
686,319,255,255,255,0.893,1.188,0.842,0.938
687,319,255,255,255,0.939,1.111,0.900,0.948
688,409,255,255,255,0.767,1.431,0.699,0.835
689,366,255,255,255,0.927,1.159,0.863,0.945
690,309,255,255,255,0.926,1.179,0.848,0.942
691,379,255,255,255,0.793,1.432,0.698,0.889
692,332,255,255,255,0.882,1.204,0.831,0.937
693,369,255,255,255,0.935,1.273,0.785,0.953
694,391,255,255,255,0.916,1.287,0.777,0.943
695,409,255,255,255,0.861,1.161,0.862,0.931
696,431,255,255,255,0.883,1.432,0.698,0.936
697,332,255,255,255,0.952,1.035,0.966,0.951
698,290,255,255,255,0.908,1.135,0.881,0.932
699,404,255,255,255,0.843,1.499,0.667,0.944
700,306,255,255,255,0.910,1.130,0.885,0.940
701,392,255,255,255,0.862,1.417,0.706,0.947
702,353,255,255,255,0.608,1.407,0.711,0.880
703,334,255,255,255,0.903,1.148,0.871,0.936
704,454,255,255,255,0.942,1.106,0.904,0.956
705,359,255,255,255,0.931,1.183,0.845,0.947
706,382,255,255,255,0.799,1.459,0.685,0.906
707,402,255,255,255,0.895,1.322,0.757,0.951
708,344,255,255,255,0.878,1.322,0.757,0.941
709,328,255,255,255,0.893,1.281,0.780,0.943
710,343,255,255,255,0.798,1.269,0.788,0.909
711,392,255,255,255,0.918,1.119,0.893,0.937
712,393,255,255,255,0.878,1.200,0.833,0.925
713,485,255,255,255,0.897,1.202,0.832,0.946
714,346,255,255,255,0.919,1.118,0.895,0.943
715,353,255,255,255,0.871,1.248,0.801,0.944
716,314,255,255,255,0.976,1.121,0.892,0.956
717,478,255,255,255,0.892,1.214,0.824,0.935
718,368,255,255,255,0.856,1.078,0.927,0.928
719,369,255,255,255,0.850,1.258,0.795,0.916
720,343,255,255,255,0.861,1.471,0.680,0.933
721,337,255,255,255,0.898,1.298,0.770,0.936
722,488,255,255,255,0.903,1.132,0.883,0.950
723,403,255,255,255,0.929,1.080,0.926,0.945
724,412,255,255,255,0.914,1.098,0.911,0.943
725,322,255,255,255,0.901,1.068,0.936,0.935
726,339,255,255,255,0.932,1.154,0.867,0.944
727,465,255,255,255,0.867,1.273,0.785,0.942
728,427,255,255,255,0.899,1.199,0.834,0.938
729,314,255,255,255,0.917,1.168,0.856,0.937
730,363,255,255,255,0.890,1.378,0.726,0.943
731,335,255,255,255,0.899,1.200,0.833,0.933
732,333,255,255,255,0.879,1.372,0.729,0.941
733,483,255,255,255,0.933,1.167,0.857,0.954
734,397,255,255,255,0.867,1.206,0.829,0.934
735,402,255,255,255,0.873,1.192,0.839,0.944
736,340,255,255,255,0.903,1.254,0.797,0.939
737,331,255,255,255,0.895,1.097,0.912,0.935
738,324,255,255,255,0.891,1.205,0.830,0.939
739,329,255,255,255,0.911,1.107,0.904,0.937
740,364,255,255,255,0.892,1.153,0.867,0.931
741,334,255,255,255,0.896,1.015,0.985,0.926
742,376,255,255,255,0.886,1.320,0.757,0.938
743,434,255,255,255,0.876,1.154,0.867,0.932
744,438,255,255,255,0.801,1.139,0.878,0.925
745,378,255,255,255,0.877,1.157,0.865,0.940
746,200,255,255,255,0.911,1.362,0.734,0.930
747,381,255,255,255,0.884,1.386,0.722,0.933
748,367,255,255,255,0.923,1.110,0.901,0.940
749,356,255,255,255,0.778,1.459,0.685,0.905
750,376,255,255,255,0.855,1.146,0.873,0.916
751,369,255,255,255,0.858,1.131,0.884,0.918
752,335,255,255,255,0.899,1.095,0.913,0.925
753,309,255,255,255,0.902,1.242,0.805,0.935
754,456,255,255,255,0.912,1.161,0.861,0.946
755,317,255,255,255,0.926,1.161,0.861,0.936
756,415,255,255,255,0.893,1.228,0.815,0.938
757,268,255,255,255,0.937,1.109,0.902,0.939
758,239,255,255,255,0.951,1.138,0.879,0.935
759,312,255,255,255,0.904,1.087,0.920,0.930
760,225,255,255,255,0.923,1.171,0.854,0.930
761,350,255,255,255,0.887,1.145,0.874,0.937
762,488,255,255,255,0.897,1.225,0.816,0.948
763,483,255,255,255,0.906,1.192,0.839,0.955
764,336,255,255,255,0.940,1.144,0.874,0.944
765,320,255,255,255,0.853,1.072,0.932,0.918
766,354,255,255,255,0.897,1.153,0.867,0.930
767,347,255,255,255,0.831,1.566,0.639,0.928
768,379,255,255,255,0.908,1.085,0.921,0.938
769,370,255,255,255,0.808,1.242,0.805,0.923
770,372,255,255,255,0.825,1.261,0.793,0.916
771,415,255,255,255,0.861,1.255,0.797,0.940
772,342,255,255,255,0.931,1.196,0.836,0.949
773,475,255,255,255,0.886,1.141,0.877,0.931
774,415,255,255,255,0.813,1.367,0.732,0.913
775,343,255,255,255,0.911,1.144,0.874,0.946
776,334,255,255,255,0.948,1.070,0.934,0.954
777,357,255,255,255,0.917,1.319,0.758,0.955
778,414,255,255,255,0.658,1.249,0.801,0.784
779,357,255,255,255,0.603,1.080,0.926,0.876
780,350,255,255,255,0.887,1.260,0.794,0.949
781,322,255,255,255,0.947,1.135,0.881,0.948
782,386,255,255,255,0.895,1.326,0.754,0.943
783,363,255,255,255,0.884,1.061,0.943,0.922
784,378,255,255,255,0.877,1.169,0.855,0.936
785,344,255,255,255,0.901,1.289,0.776,0.941
786,473,255,255,255,0.841,1.207,0.829,0.923
787,306,255,255,255,0.951,1.113,0.898,0.943
788,406,255,255,255,0.921,1.203,0.831,0.956
789,361,255,255,255,0.865,1.255,0.797,0.923
790,366,255,255,255,0.918,1.238,0.807,0.947
791,351,255,255,255,0.883,1.130,0.885,0.936
792,310,255,255,255,0.939,1.075,0.931,0.939
793,381,255,255,255,0.864,1.132,0.883,0.917
794,356,255,255,255,0.887,1.336,0.749,0.939
795,397,255,255,255,0.901,1.153,0.867,0.939
796,348,255,255,255,0.918,1.105,0.905,0.939
797,491,255,255,255,0.908,1.202,0.832,0.953
798,330,255,255,255,0.908,1.271,0.787,0.936
799,375,255,255,255,0.932,1.156,0.865,0.960
800,377,255,255,255,0.863,1.120,0.893,0.924
801,441,255,255,255,0.915,1.129,0.886,0.943
802,361,255,255,255,0.906,1.152,0.868,0.936
803,457,255,255,255,0.890,1.127,0.887,0.930
804,359,255,255,255,0.925,1.133,0.883,0.937
805,363,255,255,255,0.839,1.128,0.887,0.918
